review_id,mismatch_proxy,mismatch_type,rating,description,review
681844946189369476,0.33549220739773933,over,4.89,"Charming 2 Bedroom + Workstation apartment in Downtown Albany. Centrally located and easy walking! NFL Blitz Arcade Game. Pets allowed! 2nd FL apartment with an elevator on site!  Enjoy hardwood floors, a custom kitchen, soaking bathtub, and central AC. Featuring a King Bed, Queen bed, pull-out couch, workstation with monitor, and free WiFi. Includes access to a shared washer/dryer.  For long term stays over 1 month, a monthly parking space will be included. Parking garage close by.","El alojamiento muy bien ubicado y muy lindo. Lo unico en contra es que no tiene ventilación. De todas maneras, super recomendable!  Really good apartment. Great location near to the bus. The only bad thing its that the apartment doesnt have ventilation."
876856118412904154,0.30081667111512633,over,4.89,"Forget your worries in this spacious and serene space. Open floor plan with updated kitchen & bath. Great space to call home for a night or several months. Walking distance to several great restaurants in area. Close to universities, hospital and major malls. Off street parking is located directly behind building.",Dianas place was just as described.  It was a peaceful respite from activities in the city.  It was extremely clean and pleasant.  And the location was convenient for anything in the capital district.
1328415542186841694,0.297618425845922,over,4.96,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures","Diana's house is a great place to stay for a group of people.  It's a short walk a way from a few bars and restaurants, which was quite handy!  The neighborhood itself is very quiet and being the last house on the street made it feel very private.  Only thing to note is make sure you bring earplugs in case it's a windy night the windows could howl a bit in the night, but otherwise it was pretty quiet."
1476942854315111304,0.29703365153518213,over,4.98,"This 2nd floor one bedroom in a Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts of home. Great area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants, stores & shops on Lark street. Movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area with easy Uber or Lyft service available.  ((NO PARTIES!!))",1010 communication. Great location. Thank you!
1285611741943319818,0.29336547361921017,over,4.83,"Enjoy this stylish studio in the heart of Albany’s Historic District. Walking distance to MVP Arena, parks, Medical facilities and Capitol sites. Newly renovated to accommodate your needs with a touch of historic charm.",The place was exactly as listed and pictured. The check in process was easier and Stephanie was fast with her responses. The studio was close to where I needed to be. Did have some issues with parking like having to drive for 5 minutes or more to find somewhere to park after work or park a street over or down. But other than that had no complaints.
1530586474691779992,0.2776379637527926,over,4.96,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures",We felt safe and comfortable with the house and neighborhood.  Checkin was a breeze and Diana was very responsive when we contacted her about the heating system. She had us in contact with the maintenance company within minutes.  We were a family of 5 with adult children and there was plenty of room for all of us.
1411754502436034664,0.2755625056080655,over,5.0,"Enjoy this lovely neighborhood of Albany when you stay in this 2-bedroom, 2 bathroom home! Bring the whole family to this great place with lots of room for fun. This bright and cozy home includes a fully equipped kitchen, washer/dryer in the home, a huge backyard with a privacy fence and a swing set. A newly remodeled second floor provides a suite-like experience for anyone staying there.   A great place for a family, traveling professionals, or a single person looking for lots of space.",Easy to check in with clear instructions. Very clean and tidy. Nice back yard and would have been even better with a couple chairs or patio furniture to sit  and relax. Overall great place.
492701952599476407,0.27546680047690053,over,5.0,This stunning property will amaze you from the moment you walk in the door. This charming character apartment provides you with all the modern conveniences you would hope for. Peace and tranquility are in abundance. This property takes advantage of natural light that interacts with the home's warm-toned palettes and floods certain parts of the dwelling works to great effect.  Local cafes and restaurants are a short walk away.  Property is within a 5 min drive to all major Albany area hospitals.,"We thoroughly enjoyed our time in this spacious, comfortable apartment. Jessica was very responsive to any questions we sent her way, even late into the evening. The location is on a lowtraffic residential street in a location convenient to getting around New Yorks capital city."
463013960638078963,0.275141060597214,over,5.0,This stunning property will amaze you from the moment you walk in the door. This charming character apartment provides you with all the modern conveniences you would hope for. Peace and tranquility are in abundance. This property takes advantage of natural light that interacts with the home's warm-toned palettes and floods certain parts of the dwelling works to great effect.  Local cafes and restaurants are a short walk away.  Property is within a 5 min drive to all major Albany area hospitals.,Jessica was a great host!  The space is beautiful and served us very well during a tough time between homes.  The various spaces in the unit provide good opportunity to spread out and get individual space if you have more than a couple people staying.  The location is excellent and provides quick access to most anything that you want in the Capital Region.
1358083780730816889,0.2742578586293085,over,4.75,"Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.  Only 15 minute ride to the airport !","HOT WATER SHOWERS in New York!.  Thank you so much.  Comfortable King Size Bed and right near the MTA bus system in Albany which was less than 510 mins from Downtown Albany.  Plus, the price point was just what I needed within my budget. Thank you for responding back in time before I booked another hotel 30 mins near the Airport."
1518211534106449818,0.27106633306960504,over,5.0,"Lots of natural light in this spacious queen bedroom. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook. Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.","I had a great stay at Emilys! The location was ideal for me, an easy walk to work. The house and the rooms are well maintained and the kitchen is well equipped. Emily is very responsive and always available if you have any questions or need help with anything!"
1520390731708072633,0.2707478722651979,over,4.96,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures",The place was quite private parking Diana care every details bathroom kitchen very clean and bedrooms soft to sleep.  My family and I had a wonderful time.  this house  its a good option if youre traveling with family. Thanks!!!
1470463320871662278,0.270561185324655,over,5.0,"Enjoy this sunny king master bedroom with private luxurious bath. Relax in the garden, swing in the hammock, walk to a nearby bar, or travel 8 minutes and  listen to some of the Capital Region's exceptional music. This centrally located space has it all!  Walking distance to local bars and restaurants, and a 15 minute drive to trails and state parks. Backyard fire pit, large garden with sitting areas, fruit trees, herbs, hammocks, and spaces to unwind, you won't even know you are in the city!","The room was very private and spacious, the area is also super nice and quiet! Very close to UAlbany. David was very accommodating and communicative my entire stay and swiftly addressed any issues I had. Thanks for letting us stay with you !!"
1480594897523403756,-0.45138506691833147,under,5.0,"The whole group will enjoy easy access to everything from this centrally located place. 4 bedrooms, 1 bath.  Ideal for a family or group of friends.","A really charming and cute place, we had a very comfortable stay in the house. It is nicely decorated and has all the amenities. The location is pretty central as well."
660215553,-0.39374001587714513,under,4.76,"Indulge in modern luxury and sophistication in this tastefully updated 2-bedroom townhouse-style apartment. With chic designer furnishings and modern amenities, your private porch entrance welcomes you home to elegance. Located on one of Center Square's most picturesque streets, enjoy easy access to fabulous dining, iconic landmarks, and vibrant nightlife. Experience the convenience of city living, just a mile from Albany Medical Center and St. Peter’s Hospital.","Elizabeth is an amazing host. She was so helpful in providing tips about where to visit, eat, and shop in the area, and her space was impeccably clean and well appointed. The location is perfect, and easily walkable to restaurants, but a quick ride out to the country. We are so thankful that our experience moving to Albany began here!"
1126093176429532983,-0.38366704435185195,under,3.8,"Stylish 1BR + loft apartment in downtown Albany with private second-floor entry and secure building access. Walk to shops, restaurants, and historic sites. Features full kitchen, Smart TV, and cozy, modern design. Great for work trips or getaways in the city. Parking not included — but you’ll be right in the center of it all!","The building changed it's entry method and still had some kinks, but the host went out of their way to help. We attended the Women's NCAA basketball tournament at the MVP Arena. It was an easy walk to parking garages, the arena, and many restaurants and bars."
1058003596838808973,-0.3751722018637835,under,4.76,"Indulge in modern luxury and sophistication in this tastefully updated 2-bedroom townhouse-style apartment. With chic designer furnishings and modern amenities, your private porch entrance welcomes you home to elegance. Located on one of Center Square's most picturesque streets, enjoy easy access to fabulous dining, iconic landmarks, and vibrant nightlife. Experience the convenience of city living, just a mile from Albany Medical Center and St. Peter’s Hospital.","Elizabeth was an amazing host. Very responsive, place was clean and as described. Stayed for a few months and worth the stay! Will definitely book again with Elizabeth."
1150113800771459341,-0.36902792796615724,under,4.59,"Enjoy a stylish experience at this centrally-located place. The unit is newly renovated with a 4K Smart TV, in unit washer/dryer, updated kitchen and bathroom, high speed internet.   You will also have access to the building gym.","Our stay for the weekend was great. We had our two dogs and being on the first level was easy to get them in and out.  We walked everywhere, my husband and I Including to MVP Arena and back as well as Lark Hall, out for Stacks Espresso, and frequent dog walks.  Albany is gritty. It was nice to have a clean and comfortable place to come back to."
1388495912816561514,-0.3637871559700816,under,4.68,"Exquisite retreat at Cozy Sunset, mere steps from Albany Medical Hospital and downtown’s vibrant allure. Tailored for discerning professionals, this sophisticated abode blends opulent comfort with unrivaled convenience. Savor proximity to premier dining, boutique shopping, and cultural delights. Secure your splendid sojourn now!","I loved my stay here, I was able to have a great time with my friends. Etem was very responsive and tried his best to help me out throughout my stay. Ill definitely be booking again."
1440675373180608648,-0.3575052128001248,under,4.68,"Exquisite retreat at Cozy Sunset, mere steps from Albany Medical Hospital and downtown’s vibrant allure. Tailored for discerning professionals, this sophisticated abode blends opulent comfort with unrivaled convenience. Savor proximity to premier dining, boutique shopping, and cultural delights. Secure your splendid sojourn now!","Staying at Etems place was an absolute pleasure. From the moment I arrived, everything was smooth, clean, and exactly as described. The space was cozy, thoughtfully designed, and had everything I needed for a comfortable stay. Id definitely stay here again. Highly recommend if youre looking for a peaceful and wellkept spot with a great host."
1395733949314779137,-0.35288874620564936,under,4.6,"Experience updated comfort in a Hystorical Building at Capital Square, Albany! Overlooking the iconic Capitol Building, this fully-furnished apartment offers a prime location with easy access to vibrant Lark Street and top-notch amenities. Enjoy a centralized location with street parking, and high-speed Wi-Fi. Perfect for both leisure and business travelers, doctors, nurses, students etc.","The best thing about this place is the perfect location. Its an easy walk to anything in the capital area. Beautiful views of the historic buildings too. The building is very old and in need of TLC, and the owners are busy working on that.  Del was super responsive and helpful with the issues that came up. He went out of his way to try to make things right."
901413019430387117,-0.35070412705132714,under,4.61,"The whole group will enjoy easy access to everything from this centrally located place. Convenient 1st floor unit with ample bedrooms, livingroom, dining room and spacious kitchen. Off street parking spot included.","Straightforward, easy, and clean. Clear and friendly communication. We were just in town for a short trip and Diana's place fit the bill perfectly for us."
1148667987320995236,-0.3496830443859471,under,4.0,"Keep it simple at this peaceful and centrally-located place. Very spacious apartment close to Albany Medical center, colleges, shopping and eateries. Come stay and relax after a long day of work or school. We have plenty off street parking available.","The place was new and clean.  Kody was very helpful,  and answered all my questions extremely fast. Very accommodating and flexible ."
1512416715717194887,-0.3491767033972524,under,4.68,"Exquisite retreat at Cozy Sunset, mere steps from Albany Medical Hospital and downtown’s vibrant allure. Tailored for discerning professionals, this sophisticated abode blends opulent comfort with unrivaled convenience. Savor proximity to premier dining, boutique shopping, and cultural delights. Secure your splendid sojourn now!","Wonderful stay! The location is perfect,  just a short walk to downtown. The space was clean and comfortable, and the bed was great for a good nights sleep. The hosts were very responsive and made everything easy. Highly recommend."
1418925948297696844,-0.34545959870736986,under,4.59,"Enjoy a stylish experience at this centrally-located place. The unit is newly renovated with a 4K Smart TV, in unit washer/dryer, updated kitchen and bathroom, high speed internet.   You will also have access to the building gym.",Very convenient and walkable for visiting the city. Super spacious. Thanks for having us!
794243447715349064,-0.34514569538158835,under,3.8,"Stylish 1BR + loft apartment in downtown Albany with private second-floor entry and secure building access. Walk to shops, restaurants, and historic sites. Features full kitchen, Smart TV, and cozy, modern design. Great for work trips or getaways in the city. Parking not included — but you’ll be right in the center of it all!",Great location! Roomy and warm during the winter. Highly recommended
